name,actual,predicted

stand1,28913,37084.0


stand1,28913,37628.0


stand1,28913,40847.0


stand1,28913,36512.0


stand1,28913,35581.0


stand1,28913,35854.0


stand1,28913,37934.0


stand1,28913,36619.0


stand1,28913,37505.0


stand1,28913,35299.0


stand1,28913,38510.0


stand1,28913,37393.0


stand1,28913,39148.0


stand1,28913,37951.0


stand1,28913,37283.0


stand1,28913,40979.0


stand1,28913,34614.0


stand1,28913,37342.0


stand1,28913,38108.0


stand1,28913,39399.0


stand1,28913,41275.0


stand1,28913,38450.0


stand1,28913,37304.0


stand1,28913,39699.0


stand1,28913,36114.0


stand1,28913,37524.0


stand1,28913,37168.0


stand1,28913,37683.0


stand1,28913,38369.0


stand1,28913,39477.0


stand1,28913,39739.0


stand1,28913,35940.0


stand1,28913,37356.0


stand1,28913,39668.0


stand1,28913,35661.0


stand1,28913,36545.0


stand1,28913,39380.0


stand1,28913,38154.0


stand1,28913,35621.0


stand1,28913,37592.0


stand1,28913,39153.0


stand1,28913,37014.0


stand1,28913,38969.0


stand1,28913,38854.0


stand1,28913,40998.0


stand1,28913,39835.0


stand1,28913,36526.0


stand1,28913,38280.0


stand1,28913,37304.0


stand1,28913,36184.0


stand1,28913,34455.0


stand1,28913,41930.0


stand1,28913,37974.0


stand1,28913,39848.0


stand1,28913,36847.0


stand1,28913,37567.0


stand1,28913,39733.0


stand1,28913,36708.0


stand1,28913,36102.0


stand1,28913,39459.0


stand1,28913,36304.0


stand1,28913,38468.0


stand1,28913,36149.0


stand1,28913,40770.0


stand1,28913,38503.0


stand1,28913,37665.0


stand1,28913,34706.0


stand1,28913,40765.0


stand1,28913,41251.0


stand1,28913,37639.0


stand1,28913,41430.0


stand1,28913,37519.0


stand1,28913,36389.0


stand1,28913,37724.0


stand1,28913,36017.0


stand1,28913,39089.0


stand1,28913,36190.0


stand1,28913,39492.0


stand1,28913,40072.0


stand1,28913,37034.0


stand1,28913,38062.0


stand1,28913,37863.0


stand1,28913,37074.0


stand1,28913,38166.0


stand1,28913,35758.0


stand1,28913,36217.0


stand1,28913,37491.0


stand1,28913,35739.0


stand1,28913,39846.0


stand1,28913,38677.0


stand1,28913,39536.0


stand1,28913,37619.0


stand1,28913,35939.0


stand1,28913,38068.0


stand1,28913,34343.0


stand1,28913,35509.0


stand1,28913,37459.0


stand1,28913,36756.0


stand1,28913,42288.0


stand1,28913,36742.0


stand1,28913,39399.0


stand1,28913,39924.0


stand1,28913,35859.0


stand1,28913,39358.0


stand1,28913,38049.0


stand1,28913,41347.0


stand1,28913,40373.0


stand1,28913,40289.0


stand1,28913,38701.0


stand1,28913,38968.0


stand1,28913,36802.0


stand1,28913,37501.0


stand1,28913,40785.0


stand1,28913,39404.0


stand1,28913,37701.0


stand1,28913,38733.0


stand1,28913,37728.0


stand1,28913,37688.0


stand1,28913,39154.0


stand1,28913,38603.0


stand1,28913,39922.0


stand1,28913,39956.0


stand1,28913,37079.0


stand1,28913,37853.0


stand1,28913,41760.0


stand1,28913,38050.0


stand1,28913,41643.0


stand1,28913,36986.0


stand1,28913,38514.0


stand1,28913,38729.0


stand1,28913,36624.0


stand1,28913,38025.0


stand1,28913,39317.0


stand1,28913,41624.0


stand1,28913,35017.0


stand1,28913,41635.0


stand1,28913,36458.0


stand1,28913,37485.0


stand1,28913,41151.0


stand1,28913,35428.0


stand1,28913,36785.0


stand1,28913,39046.0


stand1,28913,40401.0


stand1,28913,34994.0


stand1,28913,38657.0


stand1,28913,39864.0


stand1,28913,37661.0


stand1,28913,39036.0


stand1,28913,40369.0


stand1,28913,37417.0


stand1,28913,35482.0


stand1,28913,37522.0


stand1,28913,36373.0


stand1,28913,35140.0


stand1,28913,40058.0


stand1,28913,38533.0


stand1,28913,36935.0


stand1,28913,35811.0


stand1,28913,38025.0


stand1,28913,39746.0


stand1,28913,39798.0


stand1,28913,36171.0


stand1,28913,40440.0


stand1,28913,37374.0


stand1,28913,41349.0


stand1,28913,38420.0


stand1,28913,38054.0


stand1,28913,35180.0


stand1,28913,34735.0


stand1,28913,41975.0


stand1,28913,38504.0


stand1,28913,40568.0


stand1,28913,38616.0


stand1,28913,36614.0


stand1,28913,37331.0


stand1,28913,36834.0


stand1,28913,37167.0


stand1,28913,35167.0


stand1,28913,38220.0


stand1,28913,37507.0


stand1,28913,35396.0


stand1,28913,38723.0


stand1,28913,37092.0


stand1,28913,42379.0


stand1,28913,41601.0


stand1,28913,35962.0


stand1,28913,36556.0


stand1,28913,38989.0


stand1,28913,37197.0


stand1,28913,37694.0


stand1,28913,34925.0


stand1,28913,37339.0


stand1,28913,36308.0


stand1,28913,38570.0


stand1,28913,37720.0


stand1,28913,35367.0


stand1,28913,38923.0


stand1,28913,40218.0


stand1,28913,36366.0


stand1,28913,39046.0


stand2,16141,18437.0


stand2,16141,18770.0


stand2,16141,18692.0


stand2,16141,20746.0


stand2,16141,17141.0


stand2,16141,20115.0


stand2,16141,17640.0


stand2,16141,17428.0


stand2,16141,14475.0


stand2,16141,13558.0


stand2,16141,13057.0


stand2,16141,12605.0


stand2,16141,17833.0


stand2,16141,16615.0


stand2,16141,15838.0


stand2,16141,17791.0


stand2,16141,12965.0


stand2,16141,17277.0


stand2,16141,18725.0


stand2,16141,18858.0


stand2,16141,20086.0


stand2,16141,16993.0


stand2,16141,18695.0


stand2,16141,18371.0


stand2,16141,18315.0


stand2,16141,18164.0


stand2,16141,15981.0


stand2,16141,19381.0


stand2,16141,17151.0


stand2,16141,18868.0


stand2,16141,19065.0


stand2,16141,16522.0


stand2,16141,13904.0


stand2,16141,14497.0


stand2,16141,17589.0


stand2,16141,19717.0


stand2,16141,18158.0


stand2,16141,15464.0


stand2,16141,13754.0


stand2,16141,16391.0


stand2,16141,18083.0


stand2,16141,16966.0


stand2,16141,13182.0


stand2,16141,14026.0


stand2,16141,18118.0


stand2,16141,18358.0


stand2,16141,19269.0


stand2,16141,17560.0


stand2,16141,13906.0


stand2,16141,12542.0


stand2,16141,20134.0


stand2,16141,17154.0


stand2,16141,18180.0


stand2,16141,18508.0


stand2,16141,17720.0


stand2,16141,21355.0


stand2,16141,18481.0


stand2,16141,20766.0


stand2,16141,18851.0


stand2,16141,19216.0


stand2,16141,17597.0


stand2,16141,17370.0


stand2,16141,19061.0


stand2,16141,20765.0


stand2,16141,20483.0


stand2,16141,17825.0


stand2,16141,19646.0


stand2,16141,17289.0


stand2,16141,13918.0


stand2,16141,14556.0


stand2,16141,17461.0


stand2,16141,14619.0


stand2,16141,15485.0


stand2,16141,16237.0


stand2,16141,16424.0


stand2,16141,19780.0


stand2,16141,17628.0


stand2,16141,18541.0


stand2,16141,20424.0


stand2,16141,18998.0


stand2,16141,17900.0


stand2,16141,13414.0


stand2,16141,17351.0


stand2,16141,17781.0


stand2,16141,17637.0


stand2,16141,17946.0


stand2,16141,16944.0


stand2,16141,18699.0


stand2,16141,18688.0


stand2,16141,16345.0


stand2,16141,12194.0


stand2,16141,18367.0


stand2,16141,11422.0


stand2,16141,20657.0


stand2,16141,13941.0


stand2,16141,20144.0


stand2,16141,16487.0


stand2,16141,13438.0


stand2,16141,17377.0


stand2,16141,13488.0


stand2,16141,18597.0


stand2,16141,15294.0


stand2,16141,17827.0


stand2,16141,17563.0


stand2,16141,18537.0


stand2,16141,16898.0


stand2,16141,17318.0


stand2,16141,12922.0


stand2,16141,12707.0


stand2,16141,19810.0


stand2,16141,12958.0


stand2,16141,17643.0


stand2,16141,18537.0


stand2,16141,17784.0


stand2,16141,17683.0


stand2,16141,19346.0


stand2,16141,17330.0


stand2,16141,17166.0


stand2,16141,17766.0


stand2,16141,16432.0


stand2,16141,16661.0


stand2,16141,19390.0


stand2,16141,17701.0


stand2,16141,19053.0


stand2,16141,17433.0


stand2,16141,16143.0


stand2,16141,19770.0


stand2,16141,17059.0


stand2,16141,18988.0


stand2,16141,13085.0


stand2,16141,12737.0


stand2,16141,20764.0


stand2,16141,12948.0


stand2,16141,17905.0


stand2,16141,18057.0


stand2,16141,17545.0


stand2,16141,18003.0


stand2,16141,16697.0


stand2,16141,17503.0


stand2,16141,19525.0


stand2,16141,17947.0


stand2,16141,15316.0


stand2,16141,17061.0


stand2,16141,17412.0


stand2,16141,19990.0


stand2,16141,15669.0


stand2,16141,16352.0


stand2,16141,15883.0


stand2,16141,17978.0


stand2,16141,18302.0


stand2,16141,19864.0


stand2,16141,13817.0


stand2,16141,18045.0


stand2,16141,12473.0


stand2,16141,16131.0


stand2,16141,18442.0


stand2,16141,20528.0


stand2,16141,18684.0


stand2,16141,16973.0


stand2,16141,18248.0


stand2,16141,15796.0


stand2,16141,16766.0


stand2,16141,15401.0


stand2,16141,18992.0


stand2,16141,14007.0


stand2,16141,18356.0


stand2,16141,15645.0


stand2,16141,18180.0


stand2,16141,18923.0


stand2,16141,13486.0


stand2,16141,16417.0


stand2,16141,19703.0


stand2,16141,20287.0


stand2,16141,14409.0


stand2,16141,18289.0


stand2,16141,15931.0


stand2,16141,18538.0


stand2,16141,19776.0


stand2,16141,17816.0


stand2,16141,19391.0


stand2,16141,16140.0


stand2,16141,17522.0


stand2,16141,18051.0


stand2,16141,16837.0


stand2,16141,13910.0


stand2,16141,20514.0


stand2,16141,18392.0


stand2,16141,15458.0


stand2,16141,13443.0


stand2,16141,17186.0


stand2,16141,16748.0


stand2,16141,16177.0


stand2,16141,20762.0


stand2,16141,18963.0


stand2,16141,12810.0


stand2,16141,17485.0


stand2,16141,14517.0


stand2,16141,18629.0


stand2,16141,16881.0


stand2,16141,12449.0


